
KERNEL: booting...
===========================================================
HellfireOS v2.19.03 (4.9.3) [Jul  7 2020, 15:50:53]
Embedded Systems Group - GSE, PUCRS - [2007 - 2019]
===========================================================

arch:          mips/plasma
sys clk:       25000 kHz
time slice:    10480 us
heap size:     500000 bytes
max tasks:     30

HAL: _vm_init()
HAL: _sched_init()
HAL: _timer_init()
HAL: _irq_init()
HAL: _device_init()
KERNEL: this is core #1
KERNEL: NoC queue init, 64 packets
KERNEL: NoC driver registered
HAL: _task_init()
KERNEL: [idle task], id: 0, p:0, c:0, d:0, addr: 10001318, sp: 1000caa4, ss: 1024 bytes
KERNEL: [W1], id: 1, p:0, c:0, d:0, addr: 100004b4, sp: 1000daac, ss: 4096 bytes
KERNEL: [T], id: 2, p:0, c:0, d:0, addr: 100008b0, sp: 1000eab4, ss: 4096 bytes
KERNEL: free heap: 481264 bytes
KERNEL: HellfireOS is up
cpu 1, name W1, thread 1.
W cpu 0, port 2000, channel 1, size 132, crc 1f72164c [free queue: 64]  (CRC32 pass) received_messages 123 process copy send 
W cpu 0, port 2000, channel 1, size 132, crc b2791ef8 [free queue: 64]  (CRC32 pass) received_messages 124 process copy send 
W cpu 0, port 2000, channel 1, size 132, crc 07d0cf1c [free queue: 64]  (CRC32 pass) received_messages 125 process copy send 
W cpu 0, port 2000, channel 1, size 132, crc 9ca68604 [free queue: 64]  (CRC32 pass) received_messages 126 process copy send 
W cpu 0, port 2000, channel 1, size 132, crc 220be312 [free queue: 64]  (CRC32 pass) received_messages 127 process copy send 
W cpu 0, port 2000, channel 1, size 132, crc 482b7bbb [free queue: 64]  (CRC32 pass) received_messages 128 process copy send 


end of processing!

